Rxn.name	Gene.reaction.association
HMR_4060	ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586
HMR_4127	ENSG00000154269 or ENSG00000183828 or ENSG00000197594
HMR_4177	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_4179	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_4182	ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456
HMR_4183	ENSG00000138185 or ENSG00000168032 or ENSG00000188833
HMR_4192	ENSG00000138185 or ENSG00000168032 or ENSG00000188833
HMR_4194	ENSG00000047230 or ENSG00000171793
HMR_4210	ENSG00000067225 or ENSG00000143627
HMR_4211	ENSG00000125877
HMR_4343	ENSG00000094841
HMR_4345	ENSG00000188641
HMR_4346	ENSG00000092964 or ENSG00000113657 or ENSG00000147647
HMR_4470	ENSG00000188641
HMR_4471	ENSG00000188641
HMR_4472	ENSG00000188641
HMR_4484	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_4485	ENSG00000025708 or ENSG00000198805
HMR_4510	ENSG00000014257 or ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000146587 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_4512	ENSG00000162368
HMR_4513	ENSG00000156136
HMR_4514	ENSG00000111732 or ENSG00000158825
HMR_4577	ENSG00000114491
HMR_4579	ENSG00000007001 or ENSG00000183696
HMR_4580	ENSG00000111732 or ENSG00000158825 or ENSG00000173627
HMR_4608	ENSG00000084774
HMR_4575	ENSG00000102967
HMR_4637	ENSG00000168393
HMR_4642	ENSG00000125458 or ENSG00000205309
HMR_4643	ENSG00000125877 or ENSG00000128951
HMR_4644	ENSG00000176890
HMR_4672	
HMR_4676	ENSG00000130717 or ENSG00000143179 or ENSG00000198276
HMR_4736	ENSG00000147647
HMR_4819	ENSG00000100024
HMR_5299	ENSG00000130717 or ENSG00000143179 or ENSG00000198276
HMR_5352	ENSG00000130717 or ENSG00000143179 or ENSG00000198276
HMR_5415	(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)
HMR_5416	(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)
HMR_5417	ENSG00000184470 or ENSG00000197763 or ENSG00000198431
HMR_6612	ENSG00000168393
HMR_6613	ENSG00000168393
HMR_6621	(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)
HMR_6622	(ENSG00000048392 and ENSG00000100348 and ENSG00000167325 and ENSG00000171848) or (ENSG00000048392 and ENSG00000136810 and ENSG00000167325 and ENSG00000171848)
HMR_6623	ENSG00000167900
HMR_6624	ENSG00000166548
HMR_6627	ENSG00000067225 or ENSG00000143627
HMR_7744	ENSG00000165526
HMR_8072	
HMR_8637	
HMR_3965	ENSG00000128951
HMR_3966	ENSG00000125877
HMR_3967	ENSG00000162368
HMR_3968	ENSG00000168393
HMR_3999	ENSG00000138185 or ENSG00000168032 or ENSG00000188833
HMR_4024	ENSG00000162368
HMR_4026	ENSG00000134326
HMR_4054	ENSG00000167900
HMR_4061	ENSG00000138185 or ENSG00000168032 or ENSG00000188833
HMR_4083	ENSG00000156110 or ENSG00000156136
HMR_4136	ENSG00000054179 or ENSG00000079805 or ENSG00000087470 or ENSG00000101210 or ENSG00000106976 or ENSG00000138185 or ENSG00000140598 or ENSG00000156508 or ENSG00000164347 or ENSG00000167658 or ENSG00000168032 or ENSG00000168827 or ENSG00000171302 or ENSG00000178952 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586 or ENSG00000197959
HMR_4180	ENSG00000130717 or ENSG00000143179 or ENSG00000198276
HMR_4185	ENSG00000138801 or ENSG00000198682
HMR_4186	ENSG00000138801 or ENSG00000198682
HMR_4342	ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586
HMR_4344	
HMR_4483	ENSG00000166548
HMR_4507	ENSG00000129187
HMR_4516	ENSG00000179958
HMR_4601	ENSG00000114956
HMR_4633	ENSG00000196839
HMR_4640	ENSG00000168393
HMR_4641	ENSG00000167900
HMR_4680	ENSG00000007001 or ENSG00000183696
HMR_4806	ENSG00000159131
HMR_5394	
HMR_6625	ENSG00000166548
HMR_6626	ENSG00000125458 or ENSG00000205309
HMR_7160	(ENSG00000115350 and ENSG00000148229) or (ENSG00000062822 and ENSG00000077514 and ENSG00000106628 and ENSG00000175482) or (ENSG00000014138 and ENSG00000101868) or (ENSG00000014138 and ENSG00000062822 and ENSG00000077514 and ENSG00000100479 and ENSG00000101868 and ENSG00000106628 and ENSG00000115350 and ENSG00000148229 and ENSG00000175482 and ENSG00000177084) or ENSG00000009413 or ENSG00000051341 or ENSG00000070501 or ENSG00000101751 or ENSG00000111445 or ENSG00000112941 or ENSG00000122008 or ENSG00000122678 or ENSG00000130997 or ENSG00000132382 or ENSG00000140521 or ENSG00000166169 or ENSG00000170734 or ENSG00000256525
HMR_7161	(ENSG00000113356 or ENSG00000121851) and (ENSG00000090060 or ENSG00000115421 or ENSG00000164329 or ENSG00000218823) and (ENSG00000083223 or ENSG00000134744 or ENSG00000149016) and ENSG00000005075 and ENSG00000013503 and ENSG00000047315 and ENSG00000058600 and ENSG00000066379 and ENSG00000068654 and ENSG00000099817 and ENSG00000099821 and ENSG00000100142 and ENSG00000100413 and ENSG00000102978 and ENSG00000105258 and ENSG00000107951 and ENSG00000125630 and ENSG00000132664 and ENSG00000137054 and ENSG00000144231 and ENSG00000147669 and ENSG00000148606 and ENSG00000161980 and ENSG00000163882 and ENSG00000168002 and ENSG00000168495 and ENSG00000171453 and ENSG00000177700 and ENSG00000181222 and ENSG00000186141 and ENSG00000186184
HMR_7162	(ENSG00000113356 or ENSG00000121851) and (ENSG00000090060 or ENSG00000115421 or ENSG00000164329 or ENSG00000218823) and (ENSG00000083223 or ENSG00000134744 or ENSG00000149016) and ENSG00000005075 and ENSG00000013503 and ENSG00000047315 and ENSG00000058600 and ENSG00000066379 and ENSG00000068654 and ENSG00000099817 and ENSG00000099821 and ENSG00000100142 and ENSG00000100413 and ENSG00000102978 and ENSG00000105258 and ENSG00000107951 and ENSG00000125630 and ENSG00000132664 and ENSG00000137054 and ENSG00000144231 and ENSG00000147669 and ENSG00000148606 and ENSG00000161980 and ENSG00000163882 and ENSG00000168002 and ENSG00000168495 and ENSG00000171453 and ENSG00000177700 and ENSG00000181222 and ENSG00000186141 and ENSG00000186184
HMR_7163	(ENSG00000113456 and ENSG00000172613) or ENSG00000164053 or ENSG00000183479 or ENSG00000213689
HMR_7164	(ENSG00000113456 and ENSG00000172613) or ENSG00000164053 or ENSG00000183479 or ENSG00000213689
HMR_7713	ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_7716	ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_7717	ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_7721	ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_7725	ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_7728	ENSG00000076685 or ENSG00000116981 or ENSG00000122643 or ENSG00000125458 or ENSG00000135318 or ENSG00000141698 or ENSG00000185013 or ENSG00000205309 or ENSG00000250741
HMR_7800	ENSG00000154027
HMR_7801	ENSG00000147853
HMR_7802	ENSG00000154027
HMR_7863	ENSG00000162368
HMR_7864	ENSG00000162368
HMR_7865	ENSG00000162368
HMR_7866	ENSG00000162368
HMR_7867	ENSG00000162368
HMR_7868	ENSG00000162368
HMR_7869	ENSG00000162368
HMR_7870	ENSG00000162368
HMR_7871	ENSG00000162368
HMR_7872	ENSG00000162368
HMR_7873	ENSG00000162368
HMR_7874	ENSG00000162368
HMR_7875	ENSG00000134326
HMR_7876	ENSG00000162368
HMR_7878	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_7879	ENSG00000125877
HMR_7880	ENSG00000125458
HMR_7881	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7882	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7883	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_7884	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7885	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7886	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_7887	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7888	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7889	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7890	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_7891	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7892	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7893	ENSG00000011052 or ENSG00000239672 or ENSG00000243678
HMR_7894	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_7895	ENSG00000011052 or ENSG00000103024 or ENSG00000103202 or ENSG00000112981 or ENSG00000143156 or ENSG00000155085 or ENSG00000172113 or ENSG00000239672 or ENSG00000243678
HMR_8083	ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268
HMR_8085	ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268
HMR_8087	ENSG00000065989 or ENSG00000073417 or ENSG00000095464 or ENSG00000105650 or ENSG00000112541 or ENSG00000113231 or ENSG00000113448 or ENSG00000115252 or ENSG00000123360 or ENSG00000128655 or ENSG00000132915 or ENSG00000133256 or ENSG00000137496 or ENSG00000138735 or ENSG00000139053 or ENSG00000152270 or ENSG00000154678 or ENSG00000156973 or ENSG00000160191 or ENSG00000171408 or ENSG00000172572 or ENSG00000184588 or ENSG00000185527 or ENSG00000186642 or ENSG00000205268
HMR_8443	ENSG00000165609 or ENSG00000170222 or ENSG00000170502
HMR_8444	ENSG00000165609 or ENSG00000170222 or ENSG00000170502
HMR_8445	ENSG00000130717 or ENSG00000143179 or ENSG00000198276
HMR_8446	ENSG00000111732
HMR_8448	ENSG00000162368
HMR_8449	ENSG00000162368
HMR_8450	ENSG00000162368
HMR_8451	ENSG00000162368
HMR_8452	ENSG00000162368
HMR_8453	ENSG00000162368
HMR_8454	ENSG00000162368
HMR_8455	ENSG00000162368
HMR_8456	ENSG00000162368
HMR_8457	ENSG00000162368
HMR_8458	ENSG00000162368
HMR_8459	ENSG00000162368
HMR_8460	ENSG00000162368
HMR_8461	ENSG00000154027
HMR_8462	ENSG00000162368
HMR_8463	ENSG00000162368
HMR_8464	ENSG00000162368
HMR_8465	ENSG00000162368
HMR_8466	ENSG00000162368
HMR_8467	ENSG00000162368
HMR_8468	ENSG00000162368
HMR_8469	ENSG00000162368
HMR_8470	ENSG00000162368
HMR_8471	ENSG00000162368
HMR_8472	ENSG00000162368
HMR_8473	ENSG00000196839
HMR_8474	ENSG00000054179 or ENSG00000138185 or ENSG00000168032 or ENSG00000171302 or ENSG00000187097 or ENSG00000188833 or ENSG00000197217 or ENSG00000197586
HMR_8477	ENSG00000156136
HMR_8478	ENSG00000156136
HMR_8479	ENSG00000156136
HMR_8480	ENSG00000111732
HMR_8481	
HMR_8482	ENSG00000184470 or ENSG00000197763 or ENSG00000198431
HMR_8483	ENSG00000128951
HMR_8484	
HMR_8485	ENSG00000171302 or ENSG00000197217 or ENSG00000197586
HMR_8486	ENSG00000198805
HMR_8487	ENSG00000122643 or ENSG00000135318
HMR_8488	ENSG00000125877
HMR_8489	ENSG00000125877
HMR_8493	ENSG00000134575
HMR_8494	ENSG00000134575
HMR_8495	ENSG00000134575
HMR_3802	ENSG00000148672 or ENSG00000182890
HMR_3804	ENSG00000148672 or ENSG00000182890
HMR_3811	ENSG00000130707
HMR_3813	ENSG00000126522 or ENSG00000241258
HMR_3822	ENSG00000159423
HMR_3827	ENSG00000125166
HMR_3829	ENSG00000120053 or ENSG00000169154
HMR_3831	ENSG00000091483
HMR_3862	ENSG00000162174 or ENSG00000166183
HMR_3865	ENSG00000125166
HMR_3870	ENSG00000104687
HMR_3873	ENSG00000021826
HMR_8654	ENSG00000021826
HMR_3890	ENSG00000135821 or ENSG00000146166
HMR_3892	ENSG00000115419
HMR_9802	ENSG00000135423
HMR_3899	ENSG00000167701
HMR_3903	ENSG00000070669
HMR_4109	ENSG00000166123
HMR_4114	ENSG00000114021
HMR_4115	ENSG00000114021
HMR_4118	ENSG00000104687
HMR_4172	ENSG00000162174 or ENSG00000166183
HMR_4196	ENSG00000171097
HMR_4197	ENSG00000109576 or ENSG00000137944
HMR_4287	ENSG00000134333
HMR_4690	ENSG00000128683 or ENSG00000136750
HMR_4693	ENSG00000183044
HMR_6780	ENSG00000125166 or ENSG00000198650
HMR_6968	ENSG00000161653
HMR_6969	ENSG00000108381 or ENSG00000132744
HMR_6970	ENSG00000167701
HMR_6971	ENSG00000006625 or ENSG00000134864
HMR_6972	ENSG00000006625 or ENSG00000134864
HMR_7641	ENSG00000203797
HMR_7642	ENSG00000147471
HMR_8626	ENSG00000185818
HMR_8628	ENSG00000108381 or ENSG00000132744
HMR_3806	ENSG00000159423
HMR_3807	ENSG00000065154
HMR_3809	ENSG00000036473
HMR_3816	ENSG00000081181 or ENSG00000118520
HMR_3819	ENSG00000159423
HMR_3820	ENSG00000159423
HMR_3832	
HMR_3833	ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709
HMR_3835	ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709
HMR_3837	ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709
HMR_3838	ENSG00000100033 or ENSG00000250799
HMR_3895	ENSG00000059573
HMR_3897	ENSG00000059573
HMR_3956	ENSG00000169239 or ENSG00000174990
HMR_3993	ENSG00000007171 or ENSG00000089250 or ENSG00000164867
HMR_4073	ENSG00000123505
HMR_4075	ENSG00000116649
HMR_4077	ENSG00000102172 or ENSG00000116649
HMR_4190	ENSG00000007171 or ENSG00000089250 or ENSG00000164867
HMR_4191	ENSG00000142920
HMR_4212	ENSG00000115758
HMR_4422	ENSG00000115758
HMR_4423	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_4424	ENSG00000116771
HMR_4583	ENSG00000130005
HMR_4605	ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904
HMR_4606	ENSG00000172508
HMR_4607	ENSG00000133313 or ENSG00000150656
HMR_4776	ENSG00000072682 or ENSG00000122884 or ENSG00000149380
HMR_4777	ENSG00000072682 or ENSG00000122884 or ENSG00000149380
HMR_4778	ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709
HMR_4779	ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709
HMR_4780	ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709
HMR_4781	ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709
HMR_4784	ENSG00000159423
HMR_4785	ENSG00000159423
HMR_4786	ENSG00000120053 or ENSG00000125166
HMR_4787	ENSG00000241935
HMR_5384	ENSG00000099810
HMR_6929	ENSG00000130066 or ENSG00000141504
HMR_6930	ENSG00000130066 or ENSG00000141504
HMR_6931	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6932	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6933	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6934	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6935	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6936	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6938	ENSG00000130066 or ENSG00000141504
HMR_6939	ENSG00000130066 or ENSG00000141504
HMR_6940	
HMR_6941	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6942	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6943	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6944	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6945	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6946	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6947	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6948	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6949	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6950	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6951	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6952	ENSG00000002726 or ENSG00000131471 or ENSG00000131480
HMR_6953	ENSG00000064763 or ENSG00000118514 or ENSG00000197601
HMR_6954	ENSG00000064763 or ENSG00000118514 or ENSG00000197601
HMR_6955	
HMR_6956	
HMR_6957	
HMR_6958	ENSG00000088826 or ENSG00000148832
HMR_6959	ENSG00000088826 or ENSG00000148832
HMR_6960	
HMR_6961	ENSG00000088826 or ENSG00000148832
HMR_6962	ENSG00000088826 or ENSG00000148832
HMR_6963	ENSG00000088826 or ENSG00000148832
HMR_6964	ENSG00000088826 or ENSG00000148832
HMR_6965	ENSG00000095059
HMR_6966	ENSG00000095059
HMR_6967	ENSG00000095059
HMR_6973	ENSG00000064763 or ENSG00000118514 or ENSG00000197601
HMR_8096	ENSG00000159423
HMR_8097	ENSG00000159423
HMR_8098	ENSG00000125166
HMR_8416	ENSG00000161653
HMR_8425	ENSG00000114786 or ENSG00000243989
HMR_8426	ENSG00000081181 or ENSG00000118520
HMR_8427	ENSG00000104879 or ENSG00000131730 or ENSG00000166165 or ENSG00000223572 or ENSG00000237289
HMR_8431	
HMR_8432	ENSG00000123453
HMR_8603	ENSG00000130066 or ENSG00000141504
HMR_8604	ENSG00000002726 or ENSG00000069535 or ENSG00000131471 or ENSG00000131480 or ENSG00000189221
HMR_8605	ENSG00000072210 or ENSG00000111275 or ENSG00000137124 or ENSG00000143149 or ENSG00000164904
HMR_8606	ENSG00000002726 or ENSG00000131480
HMR_8607	
HMR_8608	ENSG00000110887
HMR_8609	ENSG00000104524 or ENSG00000143811 or ENSG00000183010 or ENSG00000243709
HMR_8610	ENSG00000250799
HMR_8611	ENSG00000100033 or ENSG00000250799
HMR_4285	ENSG00000112294 or ENSG00000137261
HMR_0457	ENSG00000168237
HMR_0460	ENSG00000168237
HMR_3750	ENSG00000149124 or ENSG00000156689 or ENSG00000166840
HMR_3752	ENSG00000196177
HMR_3770	ENSG00000196177
HMR_3771	ENSG00000149124 or ENSG00000156689 or ENSG00000166840
HMR_3772	ENSG00000149124 or ENSG00000156689 or ENSG00000166840
HMR_3782	ENSG00000149124 or ENSG00000156689 or ENSG00000166840
HMR_3784	ENSG00000196177
HMR_3794	ENSG00000161653
HMR_3839	ENSG00000092621 or ENSG00000134882
HMR_3841	ENSG00000135069
HMR_3843	ENSG00000111237 or ENSG00000146733
HMR_3845	ENSG00000176974
HMR_3847	ENSG00000100116
HMR_3849	ENSG00000123453 or ENSG00000179761
HMR_3852	ENSG00000131471
HMR_3856	ENSG00000137106
HMR_3860	
HMR_3883	ENSG00000135094 or ENSG00000139410 or ENSG00000167720
HMR_3901	ENSG00000124713
HMR_3939	ENSG00000023330 or ENSG00000158578 or ENSG00000178773
HMR_3974	ENSG00000135094 or ENSG00000139410 or ENSG00000167720
HMR_4198	ENSG00000172482
HMR_4199	ENSG00000114786 or ENSG00000243989
HMR_4200	ENSG00000135094 or ENSG00000139410 or ENSG00000167720
HMR_4284	
HMR_4348	ENSG00000135094 or ENSG00000139410
HMR_4466	ENSG00000178922
HMR_4467	ENSG00000172482
HMR_4582	ENSG00000171766
HMR_4584	ENSG00000104879 or ENSG00000131730 or ENSG00000166165 or ENSG00000223572 or ENSG00000237289
HMR_4696	ENSG00000016391
HMR_4697	ENSG00000164904
HMR_4698	ENSG00000164904
HMR_4699	ENSG00000132840 or ENSG00000145692
HMR_4700	ENSG00000090857 or ENSG00000132837
HMR_4742	ENSG00000023330 or ENSG00000158578 or ENSG00000178773
HMR_4788	ENSG00000113492 or ENSG00000172482
HMR_4789	ENSG00000110887
HMR_4791	ENSG00000172482
HMR_4792	ENSG00000182199
HMR_4937	ENSG00000099998 or ENSG00000100031 or ENSG00000100121 or ENSG00000131067 or ENSG00000133475 or ENSG00000167741 or ENSG00000274252
